id,created_at,updated_at,cart_id,inventory_id,offer_id,delivery_fee,is_updated_price,currency,deleted_at
788,2021-03-23 07:48:31.000,2021-03-23 07:48:31.000,568,303,147,0.00,0,SGD,NULL
789,2021-03-23 07:48:38.000,2021-03-23 07:48:38.000,568,311,151,0.00,0,SGD,NULL
790,2021-03-23 07:48:48.000,2021-03-23 07:48:48.000,568,139,148,0.00,0,SGD,NULL
853,2021-03-26 04:13:02.000,2021-03-26 04:13:02.000,568,763,NULL,0.00,0,SGD,NULL
854,2021-03-26 04:18:33.000,2021-03-26 04:18:33.000,568,664,170,0.00,0,SGD,NULL
855,2021-03-26 04:19:35.000,2021-03-26 04:19:35.000,568,950,171,0.00,0,SGD,NULL
856,2021-03-26 04:20:00.000,2021-03-26 04:20:00.000,568,942,172,0.00,0,SGD,NULL
857,2021-03-26 04:20:27.000,2021-03-26 04:20:27.000,568,931,173,0.00,0,SGD,NULL
858,2021-03-26 04:22:37.000,2021-03-26 04:22:37.000,568,805,174,0.00,0,SGD,NULL
936,2021-04-02 09:58:08.000,2021-04-02 10:17:14.000,679,957,NULL,0.00,0,SGD,NULL
937,2021-04-02 10:16:55.000,2021-04-02 10:17:14.000,679,657,NULL,0.00,0,SGD,NULL
957,2021-04-06 06:31:30.000,2021-04-08 09:44:55.000,194,983,205,0.00,1,SGD,NULL
1083,2021-09-30 09:25:06.000,2021-09-30 09:25:42.000,745,795,NULL,0.00,0,SGD,NULL
1103,2021-10-01 15:09:52.000,2021-10-01 15:10:07.000,705,901,NULL,0.00,0,SGD,NULL
1109,2021-10-04 13:02:12.000,2021-10-04 13:02:12.000,764,4,NULL,0.00,0,SGD,NULL
1114,2021-10-13 02:37:56.000,2021-10-13 02:37:56.000,16,987,NULL,0.00,0,SGD,NULL
1128,2021-11-18 07:17:39.000,2021-11-18 07:17:39.000,540,192,NULL,0.00,0,SGD,NULL
1138,2022-02-18 09:51:01.000,2022-02-18 09:51:01.000,761,839,232,0.00,0,SGD,NULL
1153,2022-11-28 08:40:33.000,2022-11-28 08:40:33.000,567,367,NULL,0.00,0,SGD,NULL
1308,2023-02-09 11:31:31.000,2023-02-09 11:31:31.000,918,1006,NULL,0.00,0,SGD,NULL
1406,2023-02-27 02:20:50.000,2023-02-27 02:21:01.000,1116,761,NULL,0.00,0,SGD,NULL
1451,2023-03-14 09:21:21.000,2023-03-14 09:28:47.000,1132,736,NULL,350.00,0,SGD,NULL
1452,2023-03-14 09:28:34.000,2023-03-14 09:28:47.000,1132,380,NULL,350.00,0,SGD,NULL
1496,2023-04-03 07:45:02.000,2023-04-03 07:45:02.000,66,775,NULL,0.00,0,SGD,NULL
1509,2023-07-06 10:19:52.000,2023-07-06 10:19:52.000,1186,231,NULL,0.00,0,SGD,NULL
1564,2023-08-14 08:23:50.000,2023-08-14 08:23:50.000,1211,1023,NULL,0.00,0,SGD,NULL
1569,2023-08-14 09:44:17.000,2023-08-14 09:44:17.000,1196,1147,333,0.00,0,SGD,NULL
1570,2023-08-14 09:55:51.000,2023-08-14 09:55:51.000,1196,1149,337,0.00,0,SGD,NULL
1571,2023-08-14 11:05:55.000,2023-08-14 11:05:55.000,1215,1023,NULL,0.00,0,SGD,NULL
1576,2023-08-24 04:07:40.000,2023-08-24 04:07:40.000,1219,1023,NULL,0.00,0,SGD,NULL
1577,2023-08-25 06:28:16.000,2023-08-25 06:28:16.000,1116,1056,NULL,0.00,0,SGD,NULL
1588,2023-08-27 05:45:46.000,2023-08-27 05:45:46.000,1223,1023,360,0.00,0,SGD,NULL
1601,2023-09-12 10:58:54.000,2023-09-12 10:58:54.000,1224,1042,NULL,0.00,0,SGD,NULL
1602,2023-09-12 11:02:40.000,2023-09-12 11:02:40.000,1224,1213,NULL,0.00,0,SGD,NULL
1700,2023-10-20 03:50:24.000,2023-10-20 03:50:24.000,1269,1136,NULL,0.00,0,SGD,NULL
1772,2023-11-20 02:31:22.000,2023-11-20 02:31:22.000,1305,1132,NULL,0.00,0,SGD,NULL
1773,2023-11-20 02:32:02.000,2023-11-21 01:21:21.000,1305,145,NULL,0.00,1,SGD,NULL
1788,2024-01-25 14:34:09.000,2024-01-25 14:34:09.000,1289,155,NULL,0.00,0,SGD,NULL
1869,2024-05-27 08:38:26.000,2024-05-28 06:38:37.733,1342,1386,NULL,2000000.00,0,,NULL
1882,2024-05-28 03:22:29.266,2024-05-28 06:38:37.739,1342,1388,NULL,2000000.00,0,,NULL
1905,2024-05-30 09:05:18.331,2024-05-30 09:38:10.748,1349,1394,NULL,4000000.00,0,,NULL
1906,2024-05-30 09:11:13.931,2024-05-30 09:38:10.754,1349,1393,NULL,4000000.00,0,,NULL
1910,2024-05-31 07:57:03.958,2024-05-31 07:57:03.958,1350,1395,NULL,0.00,0,,NULL
1915,2024-05-31 10:40:29.966,2024-05-31 10:40:29.966,1350,316,NULL,0.00,0,,NULL
1982,2024-06-06 07:16:25.247,2024-06-06 07:16:25.247,1351,1422,NULL,0.00,0,,NULL
1988,2024-06-06 08:47:24.862,2024-06-06 08:47:24.862,1346,1427,NULL,0.00,0,,NULL
2002,2024-06-07 03:04:43.173,2024-06-07 03:04:43.173,1353,1427,NULL,0.00,0,,NULL
2003,2024-06-07 09:49:57.444,2024-06-07 09:49:57.444,1354,637,NULL,0.00,0,,NULL
2007,2024-06-11 07:54:44.647,2024-06-11 07:54:44.647,1346,903,NULL,0.00,0,,NULL
2023,2024-06-26 04:05:49.949,2024-06-26 04:05:49.949,1346,902,NULL,0.00,0,,NULL
2025,2024-06-26 04:22:51.128,2024-06-26 04:22:51.128,1346,1409,NULL,0.00,0,,NULL
2034,2024-07-04 09:10:11.464,2024-07-04 09:10:11.464,1346,1299,NULL,0.00,0,,NULL
2107,2024-09-13 05:37:31.572,2024-09-13 05:37:31.572,1369,1372,NULL,0.00,0,,NULL
2112,2024-09-25 07:05:41.252,2024-09-25 07:05:41.252,1402,1447,NULL,0.00,0,,NULL
2133,2024-12-02 07:30:58.939,2024-12-02 07:30:58.939,1314,1520,NULL,0.00,0,,NULL
2147,2025-04-03 07:00:53.534,2025-04-03 07:00:53.534,1331,592,NULL,0.00,0,,NULL
2214,2025-08-25 06:43:41.161,2025-08-25 06:43:41.161,1368,1602,NULL,0.00,0,,NULL
2215,2025-08-28 07:11:48.756,2025-08-28 07:11:48.756,1408,1463,NULL,0.00,0,,NULL
2216,2025-08-28 07:25:52.830,2025-08-28 07:25:52.830,1356,1477,NULL,0.00,0,,NULL
2230,2025-09-09 10:23:03.025,2025-09-09 10:23:03.025,1368,7026,NULL,0.00,0,,NULL
2234,2025-09-18 10:24:40.785,2025-09-18 10:24:40.785,1410,7091,NULL,0.00,0,,NULL
2245,2025-09-25 10:13:20.856,2025-09-25 10:13:20.856,1331,875,NULL,0.00,0,,NULL
2247,2025-09-26 03:22:30.738,2025-09-26 03:22:30.738,1406,1516,NULL,0.00,0,,NULL
2251,2025-09-27 06:04:08.396,2025-09-27 06:04:08.396,1413,7081,NULL,0.00,0,,NULL
2252,2025-09-27 07:17:19.616,2025-09-27 07:17:19.616,1413,7026,NULL,0.00,0,,NULL
2253,2025-09-27 07:21:45.760,2025-09-27 07:21:45.760,1413,1500,NULL,0.00,0,,NULL
2254,2025-09-27 07:27:14.500,2025-09-27 07:27:14.500,1413,727,NULL,0.00,0,,NULL
2266,2025-09-30 05:05:10.768,2025-09-30 05:05:10.768,1368,7091,NULL,0.00,0,,NULL
2268,2025-09-30 06:24:33.754,2025-09-30 06:24:33.754,1368,7010,NULL,0.00,0,,NULL
2278,2025-10-08 08:44:22.830,2025-10-08 08:44:22.830,1414,7091,NULL,0.00,0,,NULL
2279,2025-10-08 11:23:34.356,2025-10-08 11:23:34.356,1414,7026,NULL,0.00,0,,NULL
2311,2025-11-05 07:40:02.240,2025-11-05 07:40:02.240,1338,7089,NULL,0.00,0,,NULL
2318,2025-11-05 08:55:22.061,2025-11-05 08:55:22.061,1338,1599,NULL,0.00,0,,NULL
2329,2025-11-10 03:32:37.294,2025-11-10 03:32:37.294,1416,7009,NULL,0.00,0,,NULL
2330,2025-11-10 03:32:40.316,2025-11-10 03:32:40.316,1416,1548,NULL,0.00,0,,NULL
2331,2025-11-10 03:33:10.973,2025-11-10 03:33:10.973,1416,7010,NULL,0.00,0,,NULL
2333,2025-11-10 08:52:36.900,2025-11-10 08:52:36.900,1338,7008,NULL,0.00,0,,NULL
2334,2025-11-10 08:52:40.825,2025-11-10 08:52:40.825,1338,7101,NULL,0.00,0,,NULL
2335,2025-11-10 08:52:46.914,2025-11-10 08:52:46.914,1338,7009,NULL,0.00,0,,NULL
2336,2025-11-10 08:53:00.129,2025-11-10 08:53:00.129,1338,7103,NULL,0.00,0,,NULL
2337,2025-11-10 08:53:09.050,2025-11-10 08:53:09.050,1338,7096,NULL,0.00,0,,NULL
2338,2025-11-10 08:53:18.072,2025-11-10 08:53:18.072,1338,7026,NULL,0.00,0,,NULL
2339,2025-11-10 08:53:25.723,2025-11-10 08:53:25.723,1338,7098,NULL,0.00,0,,NULL
2340,2025-11-10 09:54:56.866,2025-11-10 09:54:56.866,1416,903,NULL,0.00,0,,NULL
2341,2025-11-11 09:03:04.568,2025-11-11 09:03:04.568,1416,1447,NULL,0.00,0,,NULL
2344,2025-12-11 09:43:37.494,2025-12-11 09:43:37.494,1333,35,NULL,0.00,0,,NULL
2346,2025-12-11 09:44:32.001,2025-12-11 09:44:32.001,1333,7080,NULL,0.00,0,,NULL
2347,2025-12-11 10:15:50.951,2025-12-11 10:15:50.951,1333,1548,NULL,0.00,0,,NULL
2348,2025-12-12 02:57:29.054,2025-12-12 02:57:29.054,1333,246,NULL,0.00,0,,NULL
2349,2025-12-16 01:39:08.425,2025-12-16 01:39:08.425,1338,1366,NULL,0.00,0,,NULL
2350,2026-01-30 08:50:56.231,2026-01-30 08:50:56.231,1406,859,NULL,0.00,0,,NULL
2351,2026-01-30 10:46:04.426,2026-01-30 10:46:04.426,1406,1434,NULL,0.00,0,,NULL
